"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","Season","totalGoalInMatch","goalDiff"
"1","E0","14/08/93","Arsenal","Coventry",0,3,"A",0,1,"A","1993-94",3,3
"2","E0","14/08/93","Aston Villa","QPR",4,1,"H",2,0,"H","1993-94",5,3
"3","E0","14/08/93","Chelsea","Blackburn",1,2,"A",0,1,"A","1993-94",3,1
"4","E0","14/08/93","Liverpool","Sheffield Weds",2,0,"H",1,0,"H","1993-94",2,2
"5","E0","14/08/93","Man City","Leeds",1,1,"D",0,0,"D","1993-94",2,0
"6","E0","14/08/93","Newcastle","Tottenham",0,1,"A",0,0,"A","1993-94",1,1
"7","E0","14/08/93","Oldham","Ipswich",0,3,"A",0,1,"A","1993-94",3,3
"8","E0","14/08/93","Sheffield United","Swindon",3,1,"H",1,0,"H","1993-94",4,2
"9","E0","14/08/93","Southampton","Everton",0,2,"A",0,1,"A","1993-94",2,2
"10","E0","14/08/93","West Ham","Wimbledon",0,2,"A",0,1,"A","1993-94",2,2
"11","E0","15/08/93","Norwich","Man United",0,2,"A",0,1,"A","1993-94",2,2
"12","E0","16/08/93","Tottenham","Arsenal",0,1,"A",0,0,"A","1993-94",1,1
"13","E0","17/08/93","Everton","Man City",1,0,"H",0,0,"H","1993-94",1,1
"14","E0","17/08/93","Ipswich","Southampton",1,0,"H",0,0,"H","1993-94",1,1
"15","E0","17/08/93","Leeds","West Ham",1,0,"H",0,0,"H","1993-94",1,1
"16","E0","17/08/93","Wimbledon","Chelsea",1,1,"D",0,0,"D","1993-94",2,0
"17","E0","18/08/93","Blackburn","Norwich",2,3,"A",1,1,"A","1993-94",5,1
"18","E0","18/08/93","Coventry","Newcastle",2,1,"H",1,0,"H","1993-94",3,1
"19","E0","18/08/93","Man United","Sheffield United",3,0,"H",1,0,"H","1993-94",3,3
"20","E0","18/08/93","QPR","Liverpool",1,3,"A",0,1,"A","1993-94",4,2
"21","E0","18/08/93","Sheffield Weds","Aston Villa",0,0,"D",0,0,"D","1993-94",0,0
"22","E0","18/08/93","Swindon","Oldham",0,1,"A",0,0,"A","1993-94",1,1
"23","E0","21/08/93","Blackburn","Oldham",1,0,"H",0,0,"H","1993-94",1,1
"24","E0","21/08/93","Coventry","West Ham",1,1,"D",0,0,"D","1993-94",2,0
"25","E0","21/08/93","Everton","Sheffield United",4,2,"H",2,1,"H","1993-94",6,2
"26","E0","21/08/93","Ipswich","Chelsea",1,0,"H",0,0,"H","1993-94",1,1
"27","E0","21/08/93","Leeds","Norwich",0,4,"A",0,2,"A","1993-94",4,4
"28","E0","21/08/93","Man United","Newcastle",1,1,"D",0,0,"D","1993-94",2,0
"29","E0","21/08/93","QPR","Southampton",2,1,"H",1,0,"H","1993-94",3,1
"30","E0","21/08/93","Sheffield Weds","Arsenal",0,1,"A",0,0,"A","1993-94",1,1
"31","E0","21/08/93","Tottenham","Man City",1,0,"H",0,0,"H","1993-94",1,1
"32","E0","21/08/93","Wimbledon","Aston Villa",2,2,"D",1,1,"D","1993-94",4,0
"33","E0","22/08/93","Swindon","Liverpool",0,5,"A",0,2,"A","1993-94",5,5
"34","E0","23/08/93","Aston Villa","Man United",1,2,"A",0,1,"A","1993-94",3,1
"35","E0","24/08/93","Arsenal","Leeds",2,1,"H",1,0,"H","1993-94",3,1
"36","E0","24/08/93","Man City","Blackburn",0,2,"A",0,1,"A","1993-94",2,2
"37","E0","24/08/93","Oldham","Coventry",3,3,"D",1,1,"D","1993-94",6,0
"38","E0","24/08/93","Sheffield United","Wimbledon",2,1,"H",1,0,"H","1993-94",3,1
"39","E0","25/08/93","Chelsea","QPR",2,0,"H",1,0,"H","1993-94",2,2
"40","E0","25/08/93","Liverpool","Tottenham",1,2,"A",0,1,"A","1993-94",3,1
"41","E0","25/08/93","Newcastle","Everton",1,0,"H",0,0,"H","1993-94",1,1
"42","E0","25/08/93","Norwich","Ipswich",1,0,"H",0,0,"H","1993-94",1,1
"43","E0","25/08/93","Southampton","Swindon",5,1,"H",2,0,"H","1993-94",6,4
"44","E0","25/08/93","West Ham","Sheffield Weds",2,0,"H",1,0,"H","1993-94",2,2
"45","E0","27/08/93","Man City","Coventry",1,1,"D",0,0,"D","1993-94",2,0
"46","E0","28/08/93","Arsenal","Everton",2,0,"H",1,0,"H","1993-94",2,2
"47","E0","28/08/93","Aston Villa","Tottenham",1,0,"H",0,0,"H","1993-94",1,1
"48","E0","28/08/93","Chelsea","Sheffield Weds",1,1,"D",0,0,"D","1993-94",2,0
"49","E0","28/08/93","Liverpool","Leeds",2,0,"H",1,0,"H","1993-94",2,2
"50","E0","28/08/93","Norwich","Swindon",0,0,"D",0,0,"D","1993-94",0,0
"51","E0","28/08/93","Oldham","Wimbledon",1,1,"D",0,0,"D","1993-94",2,0
"52","E0","28/08/93","Sheffield United","Ipswich",1,1,"D",0,0,"D","1993-94",2,0
"53","E0","28/08/93","Southampton","Man United",1,3,"A",0,1,"A","1993-94",4,2
"54","E0","28/08/93","West Ham","QPR",0,4,"A",0,2,"A","1993-94",4,4
"55","E0","29/08/93","Newcastle","Blackburn",1,1,"D",0,0,"D","1993-94",2,0
"56","E0","30/08/93","Leeds","Oldham",1,0,"H",0,0,"H","1993-94",1,1
"57","E0","31/08/93","Everton","Aston Villa",0,1,"A",0,0,"A","1993-94",1,1
"58","E0","31/08/93","Ipswich","Newcastle",1,1,"D",0,0,"D","1993-94",2,0
"59","E0","31/08/93","Wimbledon","Southampton",1,0,"H",0,0,"H","1993-94",1,1
"60","E0","1/9/1993","Blackburn","Arsenal",1,1,"D",0,0,"D","1993-94",2,0
"61","E0","1/9/1993","Coventry","Liverpool",1,0,"H",0,0,"H","1993-94",1,1
"62","E0","1/9/1993","Man United","West Ham",3,0,"H",1,0,"H","1993-94",3,3
"63","E0","1/9/1993","QPR","Sheffield United",2,1,"H",1,0,"H","1993-94",3,1
"64","E0","1/9/1993","Sheffield Weds","Norwich",3,3,"D",1,1,"D","1993-94",6,0
"65","E0","1/9/1993","Swindon","Man City",1,3,"A",0,1,"A","1993-94",4,2
"66","E0","1/9/1993","Tottenham","Chelsea",1,1,"D",0,0,"D","1993-94",2,0
"67","E0","11/9/1993","Arsenal","Ipswich",4,0,"H",2,0,"H","1993-94",4,4
"68","E0","11/9/1993","Aston Villa","Coventry",0,0,"D",0,0,"D","1993-94",0,0
"69","E0","11/9/1993","Chelsea","Man United",1,0,"H",0,0,"H","1993-94",1,1
"70","E0","11/9/1993","Man City","QPR",3,0,"H",1,0,"H","1993-94",3,3
"71","E0","11/9/1993","Norwich","Wimbledon",0,1,"A",0,0,"A","1993-94",1,1
"72","E0","11/9/1993","Oldham","Everton",0,1,"A",0,0,"A","1993-94",1,1
"73","E0","11/9/1993","Sheffield United","Tottenham",2,2,"D",1,1,"D","1993-94",4,0
"74","E0","11/9/1993","Southampton","Leeds",0,2,"A",0,1,"A","1993-94",2,2
"75","E0","11/9/1993","West Ham","Swindon",0,0,"D",0,0,"D","1993-94",0,0
"76","E0","12/9/1993","Liverpool","Blackburn",0,1,"A",0,0,"A","1993-94",1,1
"77","E0","13/09/93","Newcastle","Sheffield Weds",4,2,"H",2,1,"H","1993-94",6,2
"78","E0","18/09/93","Blackburn","West Ham",0,2,"A",0,1,"A","1993-94",2,2
"79","E0","18/09/93","Coventry","Chelsea",1,1,"D",0,0,"D","1993-94",2,0
"80","E0","18/09/93","Everton","Liverpool",2,0,"H",1,0,"H","1993-94",2,2
"81","E0","18/09/93","Ipswich","Aston Villa",1,2,"A",0,1,"A","1993-94",3,1
"82","E0","18/09/93","Leeds","Sheffield United",2,1,"H",1,0,"H","1993-94",3,1
"83","E0","18/09/93","QPR","Norwich",2,2,"D",1,1,"D","1993-94",4,0
"84","E0","18/09/93","Sheffield Weds","Southampton",2,0,"H",1,0,"H","1993-94",2,2
"85","E0","18/09/93","Swindon","Newcastle",2,2,"D",1,1,"D","1993-94",4,0
"86","E0","18/09/93","Tottenham","Oldham",5,0,"H",2,0,"H","1993-94",5,5
"87","E0","19/09/93","Man United","Arsenal",1,0,"H",0,0,"H","1993-94",1,1
"88","E0","20/09/93","Wimbledon","Man City",1,0,"H",0,0,"H","1993-94",1,1
"89","E0","25/09/93","Arsenal","Southampton",1,0,"H",0,0,"H","1993-94",1,1
"90","E0","25/09/93","Blackburn","Sheffield Weds",1,1,"D",0,0,"D","1993-94",2,0
"91","E0","25/09/93","Chelsea","Liverpool",1,0,"H",0,0,"H","1993-94",1,1
"92","E0","25/09/93","Coventry","Leeds",0,2,"A",0,1,"A","1993-94",2,2
"93","E0","25/09/93","Everton","Norwich",1,5,"A",0,2,"A","1993-94",6,4
"94","E0","25/09/93","Man United","Swindon",4,2,"H",2,1,"H","1993-94",6,2
"95","E0","25/09/93","Newcastle","West Ham",2,0,"H",1,0,"H","1993-94",2,2
"96","E0","25/09/93","Oldham","Aston Villa",1,1,"D",0,0,"D","1993-94",2,0
"97","E0","25/09/93","Sheffield United","Man City",0,1,"A",0,0,"A","1993-94",1,1
"98","E0","26/09/93","Ipswich","Tottenham",2,2,"D",1,1,"D","1993-94",4,0
"99","E0","27/09/93","Wimbledon","QPR",1,1,"D",0,0,"D","1993-94",2,0
"100","E0","2/10/1993","Aston Villa","Newcastle",0,2,"A",0,1,"A","1993-94",2,2
"101","E0","2/10/1993","Leeds","Wimbledon",4,0,"H",2,0,"H","1993-94",4,4
"102","E0","2/10/1993","Liverpool","Arsenal",0,0,"D",0,0,"D","1993-94",0,0
"103","E0","2/10/1993","Norwich","Coventry",1,0,"H",0,0,"H","1993-94",1,1
"104","E0","2/10/1993","QPR","Ipswich",3,0,"H",1,0,"H","1993-94",3,3
"105","E0","2/10/1993","Sheffield Weds","Man United",2,3,"A",1,1,"A","1993-94",5,1
"106","E0","2/10/1993","Southampton","Sheffield United",3,3,"D",1,1,"D","1993-94",6,0
"107","E0","2/10/1993","Swindon","Blackburn",1,3,"A",0,1,"A","1993-94",4,2
"108","E0","2/10/1993","West Ham","Chelsea",1,0,"H",0,0,"H","1993-94",1,1
"109","E0","3/10/1993","Tottenham","Everton",3,2,"H",1,1,"H","1993-94",5,1
"110","E0","4/10/1993","Man City","Oldham",1,1,"D",0,0,"D","1993-94",2,0
"111","E0","16/10/93","Arsenal","Man City",0,0,"D",0,0,"D","1993-94",0,0
"112","E0","16/10/93","Chelsea","Norwich",1,2,"A",0,1,"A","1993-94",3,1
"113","E0","16/10/93","Coventry","Southampton",1,1,"D",0,0,"D","1993-94",2,0
"114","E0","16/10/93","Liverpool","Oldham",2,1,"H",1,0,"H","1993-94",3,1
"115","E0","16/10/93","Man United","Tottenham",2,1,"H",1,0,"H","1993-94",3,1
"116","E0","16/10/93","Newcastle","QPR",1,2,"A",0,1,"A","1993-94",3,1
"117","E0","16/10/93","Sheffield Weds","Wimbledon",2,2,"D",1,1,"D","1993-94",4,0
"118","E0","16/10/93","Swindon","Everton",1,1,"D",0,0,"D","1993-94",2,0
"119","E0","16/10/93","West Ham","Aston Villa",0,0,"D",0,0,"D","1993-94",0,0
"120","E0","17/10/93","Ipswich","Leeds",0,0,"D",0,0,"D","1993-94",0,0
"121","E0","18/10/93","Blackburn","Sheffield United",0,0,"D",0,0,"D","1993-94",0,0
"122","E0","23/10/93","Aston Villa","Chelsea",1,0,"H",0,0,"H","1993-94",1,1
"123","E0","23/10/93","Everton","Man United",0,1,"A",0,0,"A","1993-94",1,1
"124","E0","23/10/93","Leeds","Blackburn",3,3,"D",1,1,"D","1993-94",6,0
"125","E0","23/10/93","Man City","Liverpool",1,1,"D",0,0,"D","1993-94",2,0
"126","E0","23/10/93","Norwich","West Ham",0,0,"D",0,0,"D","1993-94",0,0
"127","E0","23/10/93","Oldham","Arsenal",0,0,"D",0,0,"D","1993-94",0,0
"128","E0","23/10/93","QPR","Coventry",5,1,"H",2,0,"H","1993-94",6,4
"129","E0","23/10/93","Sheffield United","Sheffield Weds",1,1,"D",0,0,"D","1993-94",2,0
"130","E0","23/10/93","Tottenham","Swindon",1,1,"D",0,0,"D","1993-94",2,0
"131","E0","24/10/93","Southampton","Newcastle",2,1,"H",1,0,"H","1993-94",3,1
"132","E0","25/10/93","Wimbledon","Ipswich",0,2,"A",0,1,"A","1993-94",2,2
"133","E0","30/10/93","Arsenal","Norwich",0,0,"D",0,0,"D","1993-94",0,0
"134","E0","30/10/93","Blackburn","Tottenham",1,0,"H",0,0,"H","1993-94",1,1
"135","E0","30/10/93","Chelsea","Oldham",0,1,"A",0,0,"A","1993-94",1,1
"136","E0","30/10/93","Ipswich","Everton",0,2,"A",0,1,"A","1993-94",2,2
"137","E0","30/10/93","Liverpool","Southampton",4,2,"H",2,1,"H","1993-94",6,2
"138","E0","30/10/93","Man United","QPR",2,1,"H",1,0,"H","1993-94",3,1
"139","E0","30/10/93","Newcastle","Wimbledon",4,0,"H",2,0,"H","1993-94",4,4
"140","E0","30/10/93","Sheffield Weds","Leeds",3,3,"D",1,1,"D","1993-94",6,0
"141","E0","30/10/93","Swindon","Aston Villa",1,2,"A",0,1,"A","1993-94",3,1
"142","E0","31/10/93","Coventry","Sheffield United",0,0,"D",0,0,"D","1993-94",0,0
"143","E0","1/11/1993","West Ham","Man City",3,1,"H",1,0,"H","1993-94",4,2
"144","E0","6/11/1993","Arsenal","Aston Villa",1,2,"A",0,1,"A","1993-94",3,1
"145","E0","6/11/1993","Coventry","Everton",2,1,"H",1,0,"H","1993-94",3,1
"146","E0","6/11/1993","Ipswich","Sheffield Weds",1,4,"A",0,2,"A","1993-94",5,3
"147","E0","6/11/1993","Leeds","Chelsea",4,1,"H",2,0,"H","1993-94",5,3
"148","E0","6/11/1993","Liverpool","West Ham",2,0,"H",1,0,"H","1993-94",2,2
"149","E0","6/11/1993","QPR","Blackburn",1,0,"H",0,0,"H","1993-94",1,1
"150","E0","6/11/1993","Sheffield United","Norwich",1,2,"A",0,1,"A","1993-94",3,1
"151","E0","6/11/1993","Southampton","Tottenham",1,0,"H",0,0,"H","1993-94",1,1
"152","E0","6/11/1993","Wimbledon","Swindon",3,0,"H",1,0,"H","1993-94",3,3
"153","E0","7/11/1993","Man City","Man United",2,3,"A",1,1,"A","1993-94",5,1
"154","E0","8/11/1993","Oldham","Newcastle",1,3,"A",0,1,"A","1993-94",4,2
"155","E0","20/11/93","Aston Villa","Sheffield United",1,0,"H",0,0,"H","1993-94",1,1
"156","E0","20/11/93","Blackburn","Southampton",2,0,"H",1,0,"H","1993-94",2,2
"157","E0","20/11/93","Chelsea","Arsenal",0,2,"A",0,1,"A","1993-94",2,2
"158","E0","20/11/93","Everton","QPR",0,3,"A",0,1,"A","1993-94",3,3
"159","E0","20/11/93","Man United","Wimbledon",3,1,"H",1,0,"H","1993-94",4,2
"160","E0","20/11/93","Norwich","Man City",1,1,"D",0,0,"D","1993-94",2,0
"161","E0","20/11/93","Sheffield Weds","Coventry",0,0,"D",0,0,"D","1993-94",0,0
"162","E0","20/11/93","Swindon","Ipswich",2,2,"D",1,1,"D","1993-94",4,0
"163","E0","20/11/93","Tottenham","Leeds",1,1,"D",0,0,"D","1993-94",2,0
"164","E0","20/11/93","West Ham","Oldham",2,0,"H",1,0,"H","1993-94",2,2
"165","E0","21/11/93","Newcastle","Liverpool",3,0,"H",1,0,"H","1993-94",3,3
"166","E0","22/11/93","Chelsea","Man City",0,0,"D",0,0,"D","1993-94",0,0
"167","E0","23/11/93","Blackburn","Coventry",2,1,"H",1,0,"H","1993-94",3,1
"168","E0","23/11/93","Everton","Leeds",1,1,"D",0,0,"D","1993-94",2,0
"169","E0","24/11/93","Aston Villa","Southampton",0,2,"A",0,1,"A","1993-94",2,2
"170","E0","24/11/93","Man United","Ipswich",0,0,"D",0,0,"D","1993-94",0,0
"171","E0","24/11/93","Newcastle","Sheffield United",4,0,"H",2,0,"H","1993-94",4,4
"172","E0","24/11/93","Sheffield Weds","Oldham",3,0,"H",1,0,"H","1993-94",3,3
"173","E0","24/11/93","Swindon","QPR",1,0,"H",0,0,"H","1993-94",1,1
"174","E0","24/11/93","Tottenham","Wimbledon",1,1,"D",0,0,"D","1993-94",2,0
"175","E0","24/11/93","West Ham","Arsenal",0,0,"D",0,0,"D","1993-94",0,0
"176","E0","27/11/93","Arsenal","Newcastle",2,1,"H",1,0,"H","1993-94",3,1
"177","E0","27/11/93","Coventry","Man United",0,1,"A",0,0,"A","1993-94",1,1
"178","E0","27/11/93","Ipswich","Blackburn",1,0,"H",0,0,"H","1993-94",1,1
"179","E0","27/11/93","Leeds","Swindon",3,0,"H",1,0,"H","1993-94",3,3
"180","E0","27/11/93","Man City","Sheffield Weds",1,3,"A",0,1,"A","1993-94",4,2
"181","E0","27/11/93","Oldham","Norwich",2,1,"H",1,0,"H","1993-94",3,1
"182","E0","27/11/93","QPR","Tottenham",1,1,"D",0,0,"D","1993-94",2,0
"183","E0","27/11/93","Sheffield United","Chelsea",1,0,"H",0,0,"H","1993-94",1,1
"184","E0","27/11/93","Wimbledon","Everton",1,1,"D",0,0,"D","1993-94",2,0
"185","E0","28/11/93","Liverpool","Aston Villa",2,1,"H",1,0,"H","1993-94",3,1
"186","E0","29/11/93","Southampton","West Ham",0,2,"A",0,1,"A","1993-94",2,2
"187","E0","4/12/1993","Coventry","Arsenal",1,0,"H",0,0,"H","1993-94",1,1
"188","E0","4/12/1993","Everton","Southampton",1,0,"H",0,0,"H","1993-94",1,1
"189","E0","4/12/1993","Ipswich","Oldham",0,0,"D",0,0,"D","1993-94",0,0
"190","E0","4/12/1993","Leeds","Man City",3,2,"H",1,1,"H","1993-94",5,1
"191","E0","4/12/1993","Man United","Norwich",2,2,"D",1,1,"D","1993-94",4,0
"192","E0","4/12/1993","QPR","Aston Villa",2,2,"D",1,1,"D","1993-94",4,0
"193","E0","4/12/1993","Sheffield Weds","Liverpool",3,1,"H",1,0,"H","1993-94",4,2
"194","E0","4/12/1993","Swindon","Sheffield United",0,0,"D",0,0,"D","1993-94",0,0
"195","E0","4/12/1993","Tottenham","Newcastle",1,2,"A",0,1,"A","1993-94",3,1
"196","E0","4/12/1993","Wimbledon","West Ham",1,2,"A",0,1,"A","1993-94",3,1
"197","E0","5/12/1993","Blackburn","Chelsea",2,0,"H",1,0,"H","1993-94",2,2
"198","E0","6/12/1993","Arsenal","Tottenham",1,1,"D",0,0,"D","1993-94",2,0
"199","E0","7/12/1993","Oldham","Swindon",2,1,"H",1,0,"H","1993-94",3,1
"200","E0","7/12/1993","Sheffield United","Man United",0,3,"A",0,1,"A","1993-94",3,3
"201","E0","8/12/1993","Aston Villa","Sheffield Weds",2,2,"D",1,1,"D","1993-94",4,0
"202","E0","8/12/1993","Liverpool","QPR",3,2,"H",1,1,"H","1993-94",5,1
"203","E0","8/12/1993","Man City","Everton",1,0,"H",0,0,"H","1993-94",1,1
"204","E0","8/12/1993","Southampton","Ipswich",0,1,"A",0,0,"A","1993-94",1,1
"205","E0","8/12/1993","West Ham","Leeds",0,1,"A",0,0,"A","1993-94",1,1
"206","E0","11/12/1993","Aston Villa","Wimbledon",0,1,"A",0,0,"A","1993-94",1,1
"207","E0","11/12/1993","Chelsea","Ipswich",1,1,"D",0,0,"D","1993-94",2,0
"208","E0","11/12/1993","Liverpool","Swindon",2,2,"D",1,1,"D","1993-94",4,0
"209","E0","11/12/1993","Man City","Tottenham",0,2,"A",0,1,"A","1993-94",2,2
"210","E0","11/12/1993","Newcastle","Man United",1,1,"D",0,0,"D","1993-94",2,0
"211","E0","11/12/1993","Oldham","Blackburn",1,2,"A",0,1,"A","1993-94",3,1
"212","E0","11/12/1993","Sheffield United","Everton",0,0,"D",0,0,"D","1993-94",0,0
"213","E0","11/12/1993","Southampton","QPR",0,1,"A",0,0,"A","1993-94",1,1
"214","E0","11/12/1993","West Ham","Coventry",3,2,"H",1,1,"H","1993-94",5,1
"215","E0","12/12/1993","Arsenal","Sheffield Weds",1,0,"H",0,0,"H","1993-94",1,1
"216","E0","13/12/93","Norwich","Leeds",2,1,"H",1,0,"H","1993-94",3,1
"217","E0","18/12/93","Blackburn","Man City",2,0,"H",1,0,"H","1993-94",2,2
"218","E0","18/12/93","Coventry","Oldham",1,1,"D",0,0,"D","1993-94",2,0
"219","E0","18/12/93","Everton","Newcastle",0,2,"A",0,1,"A","1993-94",2,2
"220","E0","18/12/93","Ipswich","Norwich",2,1,"H",1,0,"H","1993-94",3,1
"221","E0","18/12/93","Leeds","Arsenal",2,1,"H",1,0,"H","1993-94",3,1
"222","E0","18/12/93","Sheffield Weds","West Ham",5,0,"H",2,0,"H","1993-94",5,5
"223","E0","18/12/93","Swindon","Southampton",2,1,"H",1,0,"H","1993-94",3,1
"224","E0","18/12/93","Tottenham","Liverpool",3,3,"D",1,1,"D","1993-94",6,0
"225","E0","18/12/93","Wimbledon","Sheffield United",2,0,"H",1,0,"H","1993-94",2,2
"226","E0","19/12/93","Man United","Aston Villa",3,1,"H",1,0,"H","1993-94",4,2
"227","E0","22/12/93","Newcastle","Leeds",1,1,"D",0,0,"D","1993-94",2,0
"228","E0","26/12/93","Man United","Blackburn",1,1,"D",0,0,"D","1993-94",2,0
"229","E0","26/12/93","Sheffield United","Liverpool",0,0,"D",0,0,"D","1993-94",0,0
"230","E0","26/12/93","Wimbledon","Coventry",1,2,"A",0,1,"A","1993-94",3,1
"231","E0","27/12/93","Everton","Sheffield Weds",0,2,"A",0,1,"A","1993-94",2,2
"232","E0","27/12/93","Ipswich","West Ham",1,1,"D",0,0,"D","1993-94",2,0
"233","E0","27/12/93","QPR","Oldham",2,0,"H",1,0,"H","1993-94",2,2
"234","E0","27/12/93","Southampton","Chelsea",3,1,"H",1,0,"H","1993-94",4,2
"235","E0","27/12/93","Swindon","Arsenal",0,4,"A",0,2,"A","1993-94",4,4
"236","E0","27/12/93","Tottenham","Norwich",1,3,"A",0,1,"A","1993-94",4,2
"237","E0","28/12/93","Chelsea","Newcastle",1,0,"H",0,0,"H","1993-94",1,1
"238","E0","28/12/93","Liverpool","Wimbledon",1,1,"D",0,0,"D","1993-94",2,0
"239","E0","28/12/93","Man City","Southampton",1,1,"D",0,0,"D","1993-94",2,0
"240","E0","28/12/93","West Ham","Tottenham",1,3,"A",0,1,"A","1993-94",4,2
"241","E0","29/12/93","Arsenal","Sheffield United",3,0,"H",1,0,"H","1993-94",3,3
"242","E0","29/12/93","Blackburn","Everton",2,0,"H",1,0,"H","1993-94",2,2
"243","E0","29/12/93","Leeds","QPR",1,1,"D",0,0,"D","1993-94",2,0
"244","E0","29/12/93","Norwich","Aston Villa",1,2,"A",0,1,"A","1993-94",3,1
"245","E0","29/12/93","Oldham","Man United",2,5,"A",1,2,"A","1993-94",7,3
"246","E0","29/12/93","Sheffield Weds","Swindon",3,3,"D",1,1,"D","1993-94",6,0
"247","E0","1/1/1994","Aston Villa","Blackburn",0,1,"A",0,0,"A","1993-94",1,1
"248","E0","1/1/1994","Everton","West Ham",0,1,"A",0,0,"A","1993-94",1,1
"249","E0","1/1/1994","Ipswich","Liverpool",1,2,"A",0,1,"A","1993-94",3,1
"250","E0","1/1/1994","Man United","Leeds",0,0,"D",0,0,"D","1993-94",0,0
"251","E0","1/1/1994","Newcastle","Man City",2,0,"H",1,0,"H","1993-94",2,2
"252","E0","1/1/1994","QPR","Sheffield Weds",1,2,"A",0,1,"A","1993-94",3,1
"253","E0","1/1/1994","Sheffield United","Oldham",2,1,"H",1,0,"H","1993-94",3,1
"254","E0","1/1/1994","Southampton","Norwich",0,1,"A",0,0,"A","1993-94",1,1
"255","E0","1/1/1994","Swindon","Chelsea",1,3,"A",0,1,"A","1993-94",4,2
"256","E0","1/1/1994","Tottenham","Coventry",1,2,"A",0,1,"A","1993-94",3,1
"257","E0","1/1/1994","Wimbledon","Arsenal",0,3,"A",0,1,"A","1993-94",3,3
"258","E0","3/1/1994","Arsenal","QPR",0,0,"D",0,0,"D","1993-94",0,0
"259","E0","3/1/1994","Chelsea","Everton",4,2,"H",2,1,"H","1993-94",6,2
"260","E0","3/1/1994","Coventry","Swindon",1,1,"D",0,0,"D","1993-94",2,0
"261","E0","3/1/1994","Sheffield Weds","Tottenham",1,0,"H",0,0,"H","1993-94",1,1
"262","E0","3/1/1994","West Ham","Sheffield United",0,0,"D",0,0,"D","1993-94",0,0
"263","E0","4/1/1994","Liverpool","Man United",3,3,"D",1,1,"D","1993-94",6,0
"264","E0","4/1/1994","Norwich","Newcastle",1,2,"A",0,1,"A","1993-94",3,1
"265","E0","15/01/94","Aston Villa","West Ham",3,1,"H",1,0,"H","1993-94",4,2
"266","E0","15/01/94","Everton","Swindon",6,2,"H",3,1,"H","1993-94",8,4
"267","E0","15/01/94","Leeds","Ipswich",0,0,"D",0,0,"D","1993-94",0,0
"268","E0","15/01/94","Man City","Arsenal",0,0,"D",0,0,"D","1993-94",0,0
"269","E0","15/01/94","Norwich","Chelsea",1,1,"D",0,0,"D","1993-94",2,0
"270","E0","15/01/94","Oldham","Liverpool",0,3,"A",0,1,"A","1993-94",3,3
"271","E0","15/01/94","Sheffield United","Blackburn",1,2,"A",0,1,"A","1993-94",3,1
"272","E0","15/01/94","Southampton","Coventry",1,0,"H",0,0,"H","1993-94",1,1
"273","E0","15/01/94","Tottenham","Man United",0,1,"A",0,0,"A","1993-94",1,1
"274","E0","15/01/94","Wimbledon","Sheffield Weds",2,1,"H",1,0,"H","1993-94",3,1
"275","E0","16/01/94","QPR","Newcastle",1,2,"A",0,1,"A","1993-94",3,1
"276","E0","22/01/94","Arsenal","Oldham",1,1,"D",0,0,"D","1993-94",2,0
"277","E0","22/01/94","Chelsea","Aston Villa",1,1,"D",0,0,"D","1993-94",2,0
"278","E0","22/01/94","Coventry","QPR",0,1,"A",0,0,"A","1993-94",1,1
"279","E0","22/01/94","Ipswich","Wimbledon",0,0,"D",0,0,"D","1993-94",0,0
"280","E0","22/01/94","Liverpool","Man City",2,1,"H",1,0,"H","1993-94",3,1
"281","E0","22/01/94","Man United","Everton",1,0,"H",0,0,"H","1993-94",1,1
"282","E0","22/01/94","Newcastle","Southampton",1,2,"A",0,1,"A","1993-94",3,1
"283","E0","22/01/94","Sheffield Weds","Sheffield United",3,1,"H",1,0,"H","1993-94",4,2
"284","E0","22/01/94","Swindon","Tottenham",2,1,"H",1,0,"H","1993-94",3,1
"285","E0","23/01/94","Blackburn","Leeds",2,1,"H",1,0,"H","1993-94",3,1
"286","E0","24/01/94","West Ham","Norwich",3,3,"D",1,1,"D","1993-94",6,0
"287","E0","2/2/1994","Coventry","Ipswich",1,0,"H",0,0,"H","1993-94",1,1
"288","E0","5/2/1994","Blackburn","Wimbledon",3,0,"H",1,0,"H","1993-94",3,3
"289","E0","5/2/1994","Everton","Chelsea",4,2,"H",2,1,"H","1993-94",6,2
"290","E0","5/2/1994","Man City","Ipswich",2,1,"H",1,0,"H","1993-94",3,1
"291","E0","5/2/1994","Norwich","Liverpool",2,2,"D",1,1,"D","1993-94",4,0
"292","E0","5/2/1994","Oldham","Southampton",2,1,"H",1,0,"H","1993-94",3,1
"293","E0","5/2/1994","QPR","Man United",2,3,"A",1,1,"A","1993-94",5,1
"294","E0","5/2/1994","Swindon","Coventry",3,1,"H",1,0,"H","1993-94",4,2
"295","E0","5/2/1994","Tottenham","Sheffield Weds",1,3,"A",0,1,"A","1993-94",4,2
"296","E0","6/2/1994","Aston Villa","Leeds",1,0,"H",0,0,"H","1993-94",1,1
"297","E0","12/2/1994","Aston Villa","Swindon",5,0,"H",2,0,"H","1993-94",5,5
"298","E0","12/2/1994","Everton","Ipswich",0,0,"D",0,0,"D","1993-94",0,0
"299","E0","12/2/1994","Man City","West Ham",0,0,"D",0,0,"D","1993-94",0,0
